PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags,principal_variation,sparring_full_pv_probs,sparring_full_model_moves,sparring_wdl,branch_1,branch_2,branch_1_probs,branch_2_probs,full_model_moves,full_pv_probs,corrupted_fen
2lt5d,5rk1/p3r1pp/1p6/4q3/2P1p3/1P1p2P1/P4PQP/3RR1K1 w - - 0 28,d1d3 e4d3 e1e5 e7e5,1193,80,80,63,crushing endgame short,https://lichess.org/l7ShQw42#54,,"['e4d3', 'e1e5', 'e7e5']","[0.14237716794013977, 0.6585363745689392, 0.7923088669776917]","['e5a5', 'e1e5', 'e7e5']","[0.004576654639095068, 0.9835757613182068, 0.01184756774455309]","['e4d3', 'e1e5', 'e7e5']","['e5b2', 'd3e3', 'b2a2']","[0.3950020372867584, 0.9204942584037781, 0.9330634474754333]","[0.330570250749588, 0.7066055536270142, 0.8723383545875549]","['e4d3', 'e1e5', 'e7e5']","[0.3950020372867584, 0.9204942584037781, 0.9330634474754333]",5rk1/p3r1pp/1p2P3/4q3/2P1p3/1P1R2P1/P4PQP/4R1K1 b - - 0 28
2sjk9,1Q6/6pk/p2p3p/1ppNp1nb/4P1q1/PB1P4/KPP5/8 b - - 0 41,g4d7 d5f6 h7g6 f6d7,1176,74,88,154,crushing endgame short,https://lichess.org/d5HUb4Yv/black#81,,"['d5f6', 'h7g6', 'f6d7']","[0.053823232650756836, 0.5397987961769104, 0.8170452117919922]","['d5b6', 'h7g6', 'f6d7']","[0.00809530820697546, 0.9723114371299744, 0.019593311473727226]","['d5b6', 'd7e8', 'b8d6']","['d5f6', 'h7g6', 'f6d7']","[0.48479366302490234, 0.7681322693824768, 0.9087539911270142]","[0.3182714581489563, 0.9948219060897827, 0.9404788613319397]","['d5b6', 'd7e8', 'b8d6']","[0.3182714581489563, 0.9948219060897827, 0.9404788613319397]",1Q6/3q2pk/p2pn2p/1ppNp2b/4P3/PB1P4/KPP5/8 w - - 1 42
2vNDY,8/7p/pp6/4k3/1PP1p1p1/1P2K1P1/7P/8 w - - 0 37,c4c5 b6c5 b4c5 a6a5,2256,77,90,812,crushing defensiveMove endgame master pawnEndgame short,https://lichess.org/BPjBhP2f#72,,"['b6c5', 'b4c5', 'a6a5']","[0.3565704822540283, 0.9491687417030334, 0.33145076036453247]","['b6c5', 'b4c5', 'e5d5']","[0.008619718253612518, 0.9765735864639282, 0.014806696213781834]","['b6c5', 'b4c5', 'a6a5']","['e5d5', 'c5b6', 'd5c6']","[0.5999732613563538, 0.9367542266845703, 0.7778729200363159]","[0.3001731038093567, 0.7882944941520691, 0.970183789730072]","['b6c5', 'b4c5', 'a6a5']","[0.5999732613563538, 0.9367542266845703, 0.7778729200363159]",8/7p/1p6/2P1k3/1P2p1p1/1P2K1P1/7P/8 b - - 0 37
369is,r1b1r1k1/ppqn1pp1/2p4p/3p4/3P2nB/2NBP1K1/PP2NPP1/2RQ1R2 w - - 3 14,g3g4 d7f6 g4f3 c8g4,1343,75,97,4096,doubleCheck mate mateIn2 middlegame short,https://lichess.org/fBIzgWtG#26,Queens_Gambit_Declined Queens_Gambit_Declined_Exchange_Variation,"['d7f6', 'g4f3', 'c8g4']","[0.15772905945777893, 1.0, 0.2127343863248825]","['d7f6', 'g4f3', 'c8g4']","[0.013100787065923214, 0.932803213596344, 0.054095976054668427]","['d7f6', 'g4f3', 'c8g4']","['d7e5', 'g4g3', 'e5d3']","[0.45656508207321167, 1.0, 0.8422553539276123]","[0.4467300772666931, 0.9643258452415466, 0.9261998534202576]","['d7f6', 'g4f3', 'c8g4']","[0.45656508207321167, 1.0, 0.8422553539276123]",r1b1r1k1/ppqn1pp1/2p4p/3p1R2/3P2KB/2NBP3/PP2NPP1/2RQ4 b - - 0 14
39TvU,r7/ppqbR1rB/2pn1k1p/3p4/3P1Pp1/P1P3P1/2Q4P/4R2K b - - 11 28,d7f5 c2f5 d6f5 e1e6,2029,76,93,4230,mate mateIn2 middlegame sacrifice short,https://lichess.org/xk8Af0mn/black#55,,"['c2f5', 'd6f5', 'e1e6']","[0.05796493589878082, 1.0, 0.21770568192005157]","['h7f5', 'd6f5', 'e7e6']","[0.004235879983752966, 0.9906678795814514, 0.005096190609037876]","['c2f5', 'd6f5', 'e1e6']","['e7c7', 'f5c2', 'c7g7']","[0.4150716960430145, 1.0, 0.9188863635063171]","[0.3773292601108551, 0.7694689631462097, 0.9254505038261414]","['c2f5', 'd6f5', 'e1e6']","[0.4150716960430145, 1.0, 0.9188863635063171]",r7/ppq1RprB/2pn1k1p/3p1b2/3P1Pp1/P1P3P1/2Q4P/4R2K w - - 12 29
3H4bp,r3rk2/1p2pp2/p3b3/4P2Q/1n1q4/N5P1/PP4BP/5R1K b - - 1 30,d4g4 f1f7 e6f7 h5g4,2340,81,93,7274,advantage deflection middlegame short,https://lichess.org/Nq9NzECG/black#59,,"['f1f7', 'e6f7', 'h5g4']","[0.002940605627372861, 0.08251962810754776, 0.23998945951461792]","['h5h8', 'f8g8', 'h5h6']","[0.001760185114108026, 0.9929424524307251, 0.005297394935041666]","['h5h8', 'g4g8', 'h8h6']","['f1f7', 'e6f7', 'h5g4']","[0.4125969409942627, 1.0, 0.9323304891586304]","[0.35765883326530457, 0.9948598146438599, 0.940960705280304]","['h5h8', 'g4g8', 'h8h6']","[0.35765883326530457, 0.9948598146438599, 0.940960705280304]",r4k2/1p2pp2/p3b3/4P1rQ/1n4q1/N5P1/PP4BP/5R1K w - - 2 31
3JrDW,5r1k/6pp/Br6/pp1Q1p2/3Pq3/P3P3/1P5P/2K1R1R1 w - - 0 26,a6b7 f8c8 b7c8 e4d5,1999,76,88,738,advantage deflection middlegame short,https://lichess.org/98P22l8t#50,,"['f8c8', 'b7c8', 'e4d5']","[0.031569939106702805, 0.22612996399402618, 0.1789560765028]","['e4d3', 'c1d2', 'b6c6']","[0.0026196823455393314, 0.9903687834739685, 0.007011550012975931]","['f8c8', 'b7c8', 'e4d5']","['b6b7', 'd5e4', 'f5e4']","[0.4926217794418335, 0.7129876017570496, 0.9238059520721436]","[0.34790968894958496, 0.9267840385437012, 0.9452105164527893]","['f8c8', 'b7c8', 'e4d5']","[0.4926217794418335, 0.7129876017570496, 0.9238059520721436]",5r2/1B4pp/1r6/pp1Q1p2/3Pq3/P3P3/1P5P/k1K1R1R1 b - - 1 26
3RPpF,r7/2qnNkb1/p4pB1/1p6/1BpP1R2/8/Pr4P1/6K1 b - - 3 30,f7e6 d4d5 e6e5 f4e4,2194,75,87,791,mate mateIn2 middlegame short,https://lichess.org/N8GqNU6L/black#59,,"['d4d5', 'e6e5', 'f4e4']","[0.1517769992351532, 1.0, 0.11546266078948975]","['f4e4', 'e6e5', 'f4f5']","[0.00572647200897336, 0.9748050570487976, 0.019468482583761215]","['d4d5', 'e6e5', 'f4e4']","['g6f5', 'e6f7', 'f5g6']","[0.5111452341079712, 1.0, 0.7931137681007385]","[0.3448905944824219, 1.0, 0.8130578398704529]","['d4d5', 'e6e5', 'f4e4']","[0.5111452341079712, 1.0, 0.7931137681007385]",r7/2qnN1b1/p3kpB1/1p5r/1BpP1R2/8/P5P1/6K1 w - - 4 31
3SuZT,2k5/1ppb4/p7/2p2P1p/2nbR2P/5PB1/P1P3P1/1K6 w - - 2 29,f5f6 c4d2 b1c1 d2e4,914,76,99,1213,crushing endgame fork master short,https://lichess.org/DzqTaptQ#56,,"['c4d2', 'b1c1', 'd2e4']","[0.2888006269931793, 1.0, 0.6821773648262024]","['d4f6', 'b1c1', 'd2e4']","[0.0039009894244372845, 0.9922736287117004, 0.0038253236562013626]","['c4a3', 'b1c1', 'd4f6']","['c4d2', 'b1c1', 'd2e4']","[0.4312368929386139, 1.0, 0.9372832179069519]","[0.41380420327186584, 1.0, 0.9349980354309082]","['c4a3', 'b1c1', 'd4f6']","[0.41380420327186584, 1.0, 0.9349980354309082]",2k4B/1ppb4/p4P2/2p4p/2nbR2P/5P2/P1P3P1/1K6 b - - 0 29
3WzcL,6rk/p5r1/5Q2/3p4/1P1P4/K7/P1P3n1/8 b - - 0 35,g2e3 f6h6 g7h7 h6e3,1141,77,92,975,crushing endgame fork short,https://lichess.org/nRQuvant/black#69,,"['f6h6', 'g7h7', 'h6e3']","[0.18093529343605042, 1.0, 0.13758023083209991]","['a3a4', 'g7h7', 'h6f6']","[0.003349768230691552, 0.9914005398750305, 0.005249654874205589]","['f6h4', 'g7h7', 'h4f6']","['f6h6', 'g7h7', 'h6e3']","[0.45116984844207764, 1.0, 0.952150285243988]","[0.41149818897247314, 1.0, 0.9301638007164001]","['f6h4', 'g7h7', 'h4f6']","[0.41149818897247314, 1.0, 0.9301638007164001]",4n1rk/p5r1/5Q2/3p4/1P1P4/K7/P1P5/8 w - - 1 36
3XZr3,8/6p1/2kp3p/K1p5/P7/2P2P2/5P1P/8 w - - 1 37,a5a6 c5c4 a6a5 c6c5,2335,93,84,35,crushing defensiveMove endgame pawnEndgame quietMove short,https://lichess.org/8Mmn09p8#72,,"['c5c4', 'a6a5', 'c6c5']","[0.03126301243901253, 0.2859489619731903, 0.5495551228523254]","['d6d5', 'f3f4', 'c6c5']","[0.04120618849992752, 0.944929301738739, 0.013864489272236824]","['d6d5', 'a6a5', 'g7g5']","['c5c4', 'a6a5', 'c6c5']","[0.43045365810394287, 0.9230761528015137, 0.7242686748504639]","[0.300281822681427, 0.703834056854248, 0.9341203570365906]","['d6d5', 'a6a5', 'g7g5']","[0.300281822681427, 0.703834056854248, 0.9341203570365906]",8/6p1/2kp3p/2p5/P7/2P2PK1/5P1P/8 b - - 2 37
3ebbA,2R2nk1/p4pp1/7p/8/7P/3Q2PK/Pq6/8 b - - 2 37,b2a2 c8f8 g8f8 d3d8,1052,79,93,1700,attraction endgame mate mateIn2 sacrifice short,https://lichess.org/YslrtN9u/black#73,,"['c8f8', 'g8f8', 'd3d8']","[0.004713444504886866, 1.0, 0.7485800981521606]","['d3d6', 'g8f8', 'd3d8']","[0.16306057572364807, 0.8031699657440186, 0.033769503235816956]","['c8f8', 'g8f8', 'd3d8']","['d3d6', 'a2e6', 'd6e6']","[0.4513341784477234, 1.0, 0.9117094874382019]","[0.3933747112751007, 0.8867725133895874, 0.9896723031997681]","['c8f8', 'g8f8', 'd3d8']","[0.4513341784477234, 1.0, 0.9117094874382019]",2R2nk1/p2p1pp1/7p/8/7P/3Q2PK/q7/8 w - - 0 38
3fv3v,r6k/4R3/p5pB/3pn3/8/2b2rP1/P1n2PK1/7R b - - 4 28,f3f5 h6g7 h8g8 h1h8,1226,75,67,302,doubleCheck mate mateIn2 middlegame short,https://lichess.org/ao9hoREC/black#55,,"['h6g7', 'h8g8', 'h1h8']","[0.2350412756204605, 1.0, 0.41579073667526245]","['h6g7', 'h8g8', 'h1h8']","[0.00673139002174139, 0.9793325662612915, 0.013936029747128487]","['h6d2', 'h8g8', 'd2c3']","['h6g7', 'h8g8', 'h1h8']","[0.4427364468574524, 0.930419385433197, 0.8870800733566284]","[0.4135904908180237, 1.0, 0.925342857837677]","['h6d2', 'h8g8', 'd2c3']","[0.4135904908180237, 1.0, 0.925342857837677]",r6k/4R2n/p5pB/3p1r2/8/2b3P1/P1n2PK1/7R w - - 5 29
3mLih,3Q4/p4ppk/2N1r3/6rp/1P2p2q/7P/P5P1/2R2RK1 w - - 2 32,f1f5 g5g2 g1g2 e6g6,2356,97,90,1181,attraction crushing middlegame sacrifice short,https://lichess.org/MEcrM7n2#62,,"['g5g2', 'g1g2', 'e6g6']","[0.032271627336740494, 0.7729446887969971, 0.4428814947605133]","['g5f5', 'g1g2', 'e6g6']","[0.0027438101824373007, 0.9955427050590515, 0.0017134509980678558]","['e6c6', 'd8g5', 'h4g5']","['g5g2', 'g1g2', 'e6g6']","[0.5575438737869263, 0.7567914128303528, 0.9383856058120728]","[0.30185580253601074, 0.9773067831993103, 0.9368382692337036]","['e6c6', 'd8g5', 'h4g5']","[0.30185580253601074, 0.9773067831993103, 0.9368382692337036]",3Q4/p4ppk/2N1r3/5Rrp/KP2p2q/7P/P5P1/2R5 b - - 3 32
3pqiX,2r1r2k/5Qpp/3p4/1bn2P2/p2q2P1/P2P4/1P2B3/1K1R3R b - - 4 29,c5d3 h1h7 h8h7 d1h1,1609,73,95,18605,attraction mate mateIn2 middlegame sacrifice short,https://lichess.org/gKUlqX7P/black#57,,"['h1h7', 'h8h7', 'd1h1']","[0.34694424271583557, 1.0, 0.6335663199424744]","['h1h7', 'h8h7', 'd1h1']","[0.010196613147854805, 0.9666797518730164, 0.023123662918806076]","['h1h7', 'h8h7', 'd1h1']","['e2d3', 'b5d3', 'b1a1']","[0.4951418936252594, 1.0, 0.8931626677513123]","[0.3160244822502136, 0.8047935366630554, 0.9167937636375427]","['h1h7', 'h8h7', 'd1h1']","[0.4951418936252594, 1.0, 0.8931626677513123]",2r1r2k/5Qpp/3p4/1b3P2/p3q1P1/P2n4/1P2B3/1K1R3R w - - 0 30
3r1R7,5qk1/5ppp/8/p7/P1r4P/2BR1PQ1/6PK/1r6 b - - 0 36,f8b8 d3d8 b8d8 g3g7,1665,76,97,18003,endgame mate mateIn2 sacrifice short,https://lichess.org/xAw85Wpv/black#71,,"['d3d8', 'b8d8', 'g3g7']","[0.006094362121075392, 1.0, 0.8111202716827393]","['c3e5', 'b8d8', 'g3g7']","[0.007479827851057053, 0.9867315888404846, 0.005788604263216257]","['d3d8', 'b8d8', 'g3g7']","['c3e5', 'c4h4', 'g3h4']","[0.3810350298881531, 1.0, 0.9577240347862244]","[0.36736541986465454, 0.852622926235199, 0.9897626638412476]","['d3d8', 'b8d8', 'g3g7']","[0.3810350298881531, 1.0, 0.9577240347862244]",1q6/5ppp/8/p7/P1r4P/2BR1PQ1/6PK/1r3k2 w - - 1 37
3tP2s,4r1k1/1b1Q4/1N2p1pp/p3qn2/1p6/8/PP3PP1/1BR3K1 b - - 1 32,f5d6 b1g6 e5g7 d7g7,2269,86,86,199,advantage middlegame short,https://lichess.org/qhMtArjg/black#63,,"['b1g6', 'e5g7', 'd7g7']","[0.20974628627300262, 0.007855391129851341, 0.32016316056251526]","['c1d1', 'e5g5', 'd7g7']","[0.022035934031009674, 0.9673386812210083, 0.010625388473272324]","['b1g6', 'e5g7', 'd7g7']","['c1c7', 'e5e1', 'g1h2']","[0.45160284638404846, 0.7370249032974243, 0.7692738771438599]","[0.4006650149822235, 0.8416967988014221, 1.0]","['b1g6', 'e5g7', 'd7g7']","[0.45160284638404846, 0.7370249032974243, 0.7692738771438599]",4r1k1/1b6/1N1np1pp/p3q3/1p6/1Q6/PP3PP1/1BR3K1 w - - 2 33
4KgD0,2r4k/6p1/3N3p/Q7/1p6/5q2/P1P4P/R1KR4 w - - 0 40,a1b1 c8c2 c1c2 f3c3,1913,77,83,569,attraction endgame mate mateIn2 sacrifice short,https://lichess.org/jchRzngB#78,,"['c8c2', 'c1c2', 'f3c3']","[0.008329084143042564, 1.0, 0.4015180766582489]","['f3e3', 'c1c2', 'f3c3']","[0.0060249813832342625, 0.9360114932060242, 0.05796357989311218]","['f3e3', 'd1d2', 'e3e1']","['c8c2', 'c1c2', 'f3c3']","[0.536449670791626, 0.9243698120117188, 0.7835172414779663]","[0.3012060523033142, 1.0, 0.8909941911697388]","['f3e3', 'd1d2', 'e3e1']","[0.3012060523033142, 1.0, 0.8909941911697388]",2r4k/6p1/3N3p/Q7/1p6/5q2/PRP4P/2KR4 b - - 1 40
4NRRV,3r2k1/p4ppp/2p5/3qP3/3N1P2/6Pb/P2R3P/3Q2K1 b - - 7 25,c6c5 d4f3 d5d2 f3d2,1762,83,88,36,advantage endgame quietMove short,https://lichess.org/bX5WupCQ/black#49,,"['d4f3', 'd5d2', 'f3d2']","[0.2978460192680359, 0.17775718867778778, 0.3405595123767853]","['d4f3', 'd5a8', 'd1d2']","[0.018796322867274284, 0.9126226902008057, 0.06858093291521072]","['d4f3', 'd5d2', 'f3d2']","['d4b3', 'd5g2', 'd2g2']","[0.5394282937049866, 0.864216148853302, 0.9476488828659058]","[0.3668273985385895, 0.8778542876243591, 1.0]","['d4f3', 'd5d2', 'f3d2']","[0.5394282937049866, 0.864216148853302, 0.9476488828659058]",3r2k1/p4ppp/8/2pqP3/3N1P2/6P1/P2R3P/b2Q2K1 w - - 0 26
4TYxx,3r1rk1/p1R5/8/Q2p2pp/3Pp1q1/1P2PpN1/PB3P2/5K2 b - - 4 27,h5h4 a5a6 d8d7 a6g6,2512,92,81,75,crushing middlegame short,https://lichess.org/FcFGL6fO/black#53,,"['a5a6', 'd8d7', 'a6g6']","[0.331175833940506, 0.14144642651081085, 0.722846508026123]","['a5a6', 'f8f7', 'a6g6']","[0.0030886190943419933, 0.9861154556274414, 0.01079594623297453]","['a5a6', 'd8d7', 'a6g6']","['a5a7', 'g4h3', 'f1e1']","[0.4876844882965088, 0.8145377039909363, 0.7984583377838135]","[0.41832420229911804, 0.8594075441360474, 0.9877184629440308]","['a5a6', 'd8d7', 'a6g6']","[0.4876844882965088, 0.8145377039909363, 0.7984583377838135]",3r1rk1/p1R5/8/Q2p2p1/3PpNqp/1P2Pp2/PB3P2/5K2 w - - 0 28
4fKWf,r4r1k/p2R2bp/1p2Q1p1/6N1/1q2b3/1B6/Pp3PPP/1R4K1 b - - 4 25,e4f5 e6g8 f8g8 g5f7,1619,82,83,5186,kingsideAttack mate mateIn2 middlegame sacrifice short smotheredMate,https://lichess.org/CAIcLckf/black#49,,"['e6g8', 'f8g8', 'g5f7']","[0.018738405779004097, 1.0, 0.36878666281700134]","['g5f7', 'f8g8', 'g5f7']","[0.024586305022239685, 0.8624250888824463, 0.11298859864473343]","['d7g7', 'h8g7', 'e6e5']","['e6g8', 'f8g8', 'g5f7']","[0.4011809825897217, 0.9064452648162842, 0.8516770005226135]","[0.3582057058811188, 1.0, 0.8099891543388367]","['d7g7', 'h8g7', 'e6e5']","[0.3582057058811188, 1.0, 0.8099891543388367]",5r1k/p2R2bp/1p2Q1p1/5bNr/1q6/1B6/Pp3PPP/1R4K1 w - - 5 26
4gMZP,6k1/1p4pp/p2b2p1/3p2r1/2nB1r2/P6P/1PPN1P2/3R1R1K w - - 12 22,d2c4 f4h4 d1d3 d5c4,2144,76,90,1429,crushing intermezzo middlegame short,https://lichess.org/vBzgHk0D#42,,"['f4h4', 'd1d3', 'd5c4']","[0.019302623346447945, 0.18748539686203003, 0.7660191059112549]","['d5c4', 'c4d6', 'd5c4']","[0.0021773441694676876, 0.9936608076095581, 0.00416185799986124]","['f4f3', 'd1d3', 'f3d3']","['f4h4', 'd1d3', 'd5c4']","[0.4720415472984314, 0.9400798678398132, 0.8972489833831787]","[0.4510410726070404, 0.9473242163658142, 0.9269642233848572]","['f4f3', 'd1d3', 'f3d3']","[0.4510410726070404, 0.9473242163658142, 0.9269642233848572]",8/1p4pp/p2b2p1/3p2r1/2NB1r2/P6P/kPP2P2/3R1R1K b - - 0 22
4hq8c,1r1r2k1/ppb3p1/2nq3p/3bpN2/4Bp2/P2P2P1/1P1B1P1P/2RQ1RK1 b - - 2 20,d6d7 e4d5 d7d5 c1c6,2110,74,95,10221,advantage middlegame short,https://lichess.org/yYISDXXh/black#39,,"['e4d5', 'd7d5', 'c1c6']","[0.05105489119887352, 0.21369339525699615, 0.09106504172086716]","['d1g4', 'g8h8', 'd1g4']","[0.00785899255424738, 0.9824364185333252, 0.009704545140266418]","['e4d5', 'd7d5', 'c1c6']","['d1g4', 'd5e4', 'd3e4']","[0.38607320189476013, 0.7523888945579529, 0.7331917881965637]","[0.330436110496521, 0.8054414987564087, 0.9168799519538879]","['e4d5', 'd7d5', 'c1c6']","[0.38607320189476013, 0.7523888945579529, 0.7331917881965637]",1r1r2k1/ppb3p1/2n2q1p/3bpN2/4Bp2/P2P2P1/1P1B1P1P/2RQ1RK1 w - - 3 21
4uiLl,5rk1/p2Q3p/1p2pPp1/2p1q3/8/5R1P/P5P1/7K b - - 2 30,f8f6 d7e8 g8g7 e8e7,2333,79,90,904,advantage endgame short,https://lichess.org/ryHRxsXz/black#59,,"['d7e8', 'g8g7', 'e8e7']","[0.07583175599575043, 0.9982295632362366, 0.39735567569732666]","['f3f6', 'g8g7', 'e8d7']","[0.0014577212277799845, 0.9934442043304443, 0.005098103545606136]","['d7d8', 'g8f7', 'd8d7']","['d7e8', 'g8g7', 'e8e7']","[0.5312464237213135, 0.9375489950180054, 0.9222012162208557]","[0.38877150416374207, 0.9752527475357056, 0.9174919724464417]","['d7d8', 'g8f7', 'd8d7']","[0.38877150416374207, 0.9752527475357056, 0.9174919724464417]",6k1/p2Q3p/1p2prp1/2p1q3/3R4/7P/P5P1/7K w - - 0 31
4utBr,r4k1r/ppqn2p1/4R1B1/3Q4/3p1b2/8/PP6/R1B2K2 b - - 0 23,f4c1 e6e8 a8e8 d5f7,2063,79,90,1762,clearance mate mateIn2 middlegame sacrifice short,https://lichess.org/OqPC64xS/black#45,,"['e6e8', 'a8e8', 'd5f7']","[0.011439449153840542, 1.0, 0.8813940286636353]","['d5f5', 'a8e8', 'd5f7']","[0.0024309149011969566, 0.9893302321434021, 0.008238861337304115]","['e6e8', 'a8e8', 'd5f7']","['d5f5', 'd7f6', 'e6f6']","[0.4417687952518463, 1.0, 0.7970604300498962]","[0.36556339263916016, 0.993125319480896, 0.8794326186180115]","['e6e8', 'a8e8', 'd5f7']","[0.4417687952518463, 1.0, 0.7970604300498962]",r4k1r/ppq3p1/4R1B1/3Q4/3pn3/8/PP6/R1b2K2 w - - 0 24
52IFv,1k2r3/p1p2pp1/8/1B5p/8/7P/1RP3PK/r7 b - - 0 27,e8e1 b5d7 b8a8 d7c6,1359,75,88,535,discoveredAttack endgame mate mateIn2 short,https://lichess.org/4MycAY7z/black#53,,"['b5d7', 'b8a8', 'd7c6']","[0.3326011002063751, 1.0, 0.80623859167099]","['b5d7', 'b8a8', 'd7c6']","[0.0023982806596904993, 0.9887310862541199, 0.008870627731084824]","['b5d7', 'b8a8', 'd7c6']","['b5a6', 'b8a8', 'a6b7']","[0.4991416931152344, 1.0, 0.9337220191955566]","[0.4423676133155823, 1.0, 0.9199872016906738]","['b5d7', 'b8a8', 'd7c6']","[0.4991416931152344, 1.0, 0.9337220191955566]",1k6/p1p2pp1/3r4/1B5p/8/7P/1RP3PK/4r3 w - - 1 28
57RVu,r5k1/1p2rpp1/2p3qp/2Pp2n1/1R1P4/p2NP2P/P1Q2PP1/5RK1 w - - 7 23,c2b3 g5f3 g1h1 f3d2,1069,122,88,28,crushing middlegame pin short,https://lichess.org/Ugg8QmF8#44,,"['g5f3', 'g1h1', 'f3d2']","[0.13574226200580597, 1.0, 0.5569106936454773]","['g5h3', 'g1h1', 'f3d2']","[0.013853912241756916, 0.9736565351486206, 0.012489574030041695]","['g5f3', 'g1h1', 'f3d2']","['g5h3', 'g1h2', 'h3g5']","[0.4518105685710907, 1.0, 0.9025677442550659]","[0.3752480149269104, 0.7930697202682495, 0.8519431352615356]","['g5f3', 'g1h1', 'f3d2']","[0.4518105685710907, 1.0, 0.9025677442550659]",r5k1/1p2rpp1/2p3qp/2Pp2n1/RR1P4/pQ1NP2P/P4PP1/6K1 b - - 8 23
5MHT9,8/4p3/1p1pPbpk/pPpP1r1p/P1P1KP1P/5PR1/8/4B3 b - - 38 55,f6h4 g3g6 h6g6 e1h4,1010,83,94,258,crushing discoveredAttack endgame short,https://lichess.org/5LkjT71t/black#109,,"['g3g6', 'h6g6', 'e1h4']","[0.017505118623375893, 0.9499063491821289, 0.7765525579452515]","['g3g1', 'h6g6', 'e1h4']","[0.01847837120294571, 0.9530161023139954, 0.028505558148026466]","['g3g6', 'h6g6', 'e1h4']","['g3g1', 'h4e1', 'g1e1']","[0.6266805529594421, 0.8698269724845886, 0.9306050539016724]","[0.3034615218639374, 0.8903855681419373, 0.9735201597213745]","['g3g6', 'h6g6', 'e1h4']","[0.6266805529594421, 0.8698269724845886, 0.9306050539016724]",8/4p3/1p1pP1pk/pPpP1r1p/P1P1KP2/5PR1/8/4Bb2 w - - 0 56
5cyfb,r4rk1/pp3pp1/2n1bq1p/2b5/3pN3/4PN2/PPQ1BPPP/R4RK1 b - - 1 14,f6g6 f3h4 g6h7 e2d3,2221,75,90,463,crushing defensiveMove middlegame short,https://lichess.org/ptAN3OdW/black#27,Nimzo-Indian_Defense Nimzo-Indian_Defense_Three_Knights_Variation,"['f3h4', 'g6h7', 'e2d3']","[0.14589548110961914, 0.4113599956035614, 0.26446065306663513]","['e2d3', 'g6h7', 'e2d3']","[0.01931462623178959, 0.9664236903190613, 0.014261636883020401]","['f3h4', 'g6h7', 'e2d3']","['c2c5', 'g6e4', 'f3d4']","[0.4363930821418762, 0.8081395626068115, 0.7230393290519714]","[0.39693477749824524, 0.9180262684822083, 0.8092496395111084]","['f3h4', 'g6h7', 'e2d3']","[0.4363930821418762, 0.8081395626068115, 0.7230393290519714]",r4rk1/pp3pp1/2n1b1qp/2b5/3pN3/4PN2/PPQKBPPP/R4R2 w - - 2 15
5fKEt,8/2p1k1rp/2q1nRr1/1pb1Q3/p6B/3P1NP1/PPP3K1/8 b - - 2 26,g7f7 f6e6 e7d7 e6c6,1505,74,93,1822,crushing doubleCheck middlegame short,https://lichess.org/B8fgCzfg/black#51,,"['f6e6', 'e7d7', 'e6c6']","[0.02642919309437275, 0.427564799785614, 0.6310274600982666]","['f6g6', 'e7f8', 'e6c6']","[0.01185829658061266, 0.959338366985321, 0.028803298249840736]","['f6g6', 'e7d7', 'g6f6']","['f6e6', 'e7d7', 'e6c6']","[0.4734967052936554, 0.9612980484962463, 0.8314833045005798]","[0.4256473481655121, 0.8276302814483643, 0.9328173398971558]","['f6g6', 'e7d7', 'g6f6']","[0.4256473481655121, 0.8276302814483643, 0.9328173398971558]",7Q/2p1kr1p/2q1nRr1/1pb5/p6B/3P1NP1/PPP3K1/8 w - - 3 27
5mo6P,4r1k1/1b2rp1p/p4qp1/1p1p1P2/3p2P1/P2Q2P1/BP6/3R1R1K b - - 2 28,g8g7 g4g5 f6g5 f5f6,1929,75,92,1478,advantage middlegame short,https://lichess.org/2nFngo2g/black#55,,"['g4g5', 'f6g5', 'f5f6']","[0.08253651857376099, 0.6019377112388611, 0.11737623810768127]","['f5g6', 'f6g5', 'd3d4']","[0.025050532072782516, 0.7060038447380066, 0.268945574760437]","['f5g6', 'f6g6', 'd3d4']","['g4g5', 'f6g5', 'f5f6']","[0.5099310874938965, 0.8264034986495972, 0.8959969878196716]","[0.3262597620487213, 0.7519901990890503, 0.880735456943512]","['f5g6', 'f6g6', 'd3d4']","[0.3262597620487213, 0.7519901990890503, 0.880735456943512]",4r3/1b2rpkp/p4qp1/1p1p1P2/1K1p2P1/P2Q2P1/BP6/3R1R2 w - - 3 29
5nMGA,6k1/p1p3p1/3b3p/8/3P4/1P1QPPq1/P4K2/R1BR4 w - - 1 28,f2e2 g3g2 e2e1 d6g3,1504,77,96,18000,endgame mate mateIn2 short,https://lichess.org/7TH9T8YF#54,,"['g3g2', 'e2e1', 'd6g3']","[0.3097110390663147, 1.0, 0.28387123346328735]","['g3g2', 'e2e1', 'd6g3']","[0.004448457155376673, 0.9708850383758545, 0.024666525423526764]","['g3g2', 'e2e1', 'd6g3']","['g3h2', 'e2f1', 'h2h1']","[0.6286687254905701, 1.0, 0.8937081098556519]","[0.3118896484375, 0.9829892516136169, 0.8435598611831665]","['g3g2', 'e2e1', 'd6g3']","[0.6286687254905701, 1.0, 0.8937081098556519]",6k1/p1p3p1/3b3p/8/3P4/1P1QPPq1/P3K3/R1B1R3 b - - 2 28
